"name","description","salary","publication_date","region_name","employer","main_skills","work_experience","work_schedule","id"
специалист по обработке информации,"обязанности:  аналитическая поддержка продаж коммерческой дирекции; обработка источников и анализ полученной информации; выполнение оперативных запросов, связанных с аналитикой продаж.  требования:  высшее образование; владение excel на продвинутом уровне; аналитические навыки, умение делать выводы из больших массивов данных; опыт работы от 6 месяцев в fmcg как преимущество.  условия:  работа в крупном развивающемся холдинге с перспективами профессионального развития; официальное оформление с 1-го рабочего дня; офис в центре города; конкурентная заработная плата; участие в перспективных проектах компании. ",120000,"2024-01-15 00:00:",москва,"эфко, управляющая компания",microsoft excel;анализ данных;продажи;анализ продаж;аналитическое мышление;разработка bi;ведение отчетности;управление базами данных;информационная грамотность;информационная грамотность,"1-3",полный день,217
аналитик,"обязанности:  формирование периодической отчетности подготовка отчетов по запросу, в т.ч. нестандартных планирование и прогнозирование показателей деятельности магазинов и сети контроль показателей работы магазинов контроль цен. как входных, так и отпускных контроль деятельности подразделений сети подготовка и составление дашбордов разработка и контроль мотивационных схем для групп сотрудников  требования:  опытный пользователь пк уверенный пользователь excel знание пакетов bi знание 1с 8, 11 аналитический склад ума усидчивость  условия:  работа в современном офисе пятидневная рабочая неделя ",60000,"2024-02-12 00:00:",свердловская область,дц,dax;microsoft excel;microsoft powerpoint;microsoft power bi;power query;microsoft excel;базовые знания пк;базовые знания пк;microsoft excel;многозадачность;креативное мышление;самоорганизованность;целеустремленность и работоспособность;многозадачность;ведение отчетности,"1-3",полный день,231
помощник товарного логиста (аналитика),"гк &quot;автотрейд&quot; – федеральная сеть магазинов автозапчастей и установочных центров автостекла. расскажем о нас в цифрах: • 25 лет работаем на рынке по продаже автозапчастей;• более 5 000 сотрудников и филиалы в 67 городах россии и казахстана;• 3 собственных бренда: sat, hosu, baikor;• собственные складские помещения по всей россии, прямые контракты с производителями 120 брендов, в ассортименте 120 000 наименований автозапчастей. должностные обязанности: - подготовка расчета параметров ассортимента складов по закрепленным номенклатурным группам; - согласование с руководителями филиалов; - оформление перемещения товара между складами в 1с. требования: - умение работать с большими массивами данных; - отличное знание excel и знание 1с; - образование: высшее (предпочтение: техническое, экономическое, математическое). личные качества: ответственность, наличие аналитических способностей и гибкости мышления, умение находить оптимальное решение в любой ситуации. условия: - работа в динамично развивающейся компании; - официальное трудоустройство; - частичная оплата обедов за счет работодателя; - пятидневный график работы; - своевременная выплата заработной платы; - уровень заработной платы обсуждается на собеседовании.",65000,"2024-01-24 00:00:",новосибирская область,автотрейд,microsoft excel;аналитическое мышление,"0",полный день,276
бизнес-аналитик,"обязанности:  обследованием бизнес-процессов, проведением интервью с владельцами процессов. описанием бизнес процессов по модели as is / to be, определение границ процессов, требований к результату. наполнением системы business studio данными, миграцией процессов из visio взаимодействием с руководителями подразделений, сбором и описанием требований по оптимизации бизнес процессов.  взаимодействием с консультантами, обогащение схем бизнес процессов объектами автоматизации по его итогу. обучением и консультированием пользователей по вопросам методологии моделирования, о возможностях и правилах применения корпоративной среды моделирования.  требования:  понимание принципов автоматизации процессов в информационных системах общее понимание бизнес процессов производственного предприятия знание основных принципов и методов оптимизации бизнес-процессов опыт по внедрению/модернизации/ поддержке системы моделирования и анализа бизнес-процессов и ит архитектуры в business studio или аналогичных системах знание одной или нескольких нотаций описания бизнес процессов (epc, bpmn, idef0) опыт работы аналитиком от 2 лет высшее, преимущественно техническое.  условия:  график работы: гибрид  место работы: г. щербинка, первомайская улица, д. 6, стр. 2.  система адаптации и наставничества для новых сотрудников. корпоративная парковка и специальная парковка для велосипедистов. буфет и столовая на территории компании. новый оборудованный тренажерный зал на территории предприятия. официальное трудоустройство с первого дня по тк рф. комфортные условия труда и дружелюбная атмосфера в коллективе.   ",150000,"2024-01-10 00:00:",москва,щербинский лифтостроительный завод,"","1-3",полный день,288
аналитик данных,"рады приветствовать тебя)los brows - салон красоты. один из наших девизов - &quot;место, в котором тебя любят&quot;высокое качество и эксперты в услуге - по умолчанию. в команде ценим взаимоуважение и поддержку друг друга.мы очень хотим найти человека в команду, который имеет схожее видение, поскольку только в такой случае у нас получится работать в кайф и идти на работу с удовольствием. да, это не только про сотрудников, но и про основателей. мы сами этим занимаемся и хотим найти схожих людей в команду с которыми будем идти вместе! обязанности:  построение таблиц с маржинальностью услуг/товаров построение графиков трендров на основании полученных данных строить планы и вероятности достижения этих планов выявление сильных и слабых сторон сотрудников опираясь на их показатели взаимодействие с окк  требования:  базовые знания основ анализа данных опыт написания sql-запросов, анализа ltv ,ltr, сас, сра ,построения графиков retention опыт сбора данных в сфере услуг / товаров  условия:  удаленная работа 5/2 возможна проектная занятость с 10:00 до 18:00 ",70000,"2023-12-16 00:00:",москва,салон красоты los brows,microsoft power bi;анализ данных;продажи;анализ продаж;разработка bi;статистическая обработка данных;информационная грамотность,"1-3",полный день,302
старший менеджер по потребительскому кредитованию,"чем предстоит заниматься:   подготовка аналитической отчетности;   построение сквозной воронки в различных разрезах (региональный, канальный, продуктовый);    постановка требований для доработки отчётности; анализ данных из инф систем выявление зависимостей на основе данных и подготовка заключений по итогам анализа данных.  пожелания к кандидату:   знание sql;  знание excel$ желательно знание по qlick и опыт построения bi отчетности; опыт работы с базами данных будет являться преимуществом.  мы предлагаем:  работу в крупном стабильно развивающемся банке;  конкурентоспособную заработную плату: оклад + премирование;   интересные задачи и работу в команде профессионалов;   выстроенную систему профессионального очного и дистанционного обучения в формате вебинаров;   возможность пользоваться электронной библиотекой;   льготные условия кредитования, бонусные программы лояльности и cashback от партнеров банка;   дмс (включая стоматологические услуги) после испытательного срока и расширенный социальный пакет.  ",64400,"2024-02-16 00:00:",республика татарстан,ак барс банк,"","1-3",полный день,295
аналитик со знанием power bi (удаленно),"в it компанию по оцифровке бизнес процессов и внедрению дашбордов, требуется аналитик в power bi   чем нужно будет заниматься:  разработка и поддержка дашбордов на базе power bi; настройка и обслуживание сервера; выгрузки данных по api; максимальная вовлеченность.  как понять, что данная вакансия вам подходит:  имеете опыт работы в power bi, со знанием power query m, dax; опыт работы с bi-системами и визуализацией данных; внимательность к деталям; аналитический склад ума.  на каких условиях будем сотрудничать: оплата: почасовая по договоренности от 400-1500р/час; обсуждается, по итогам тз; график: частичная занятость, зависит от количество задач; формат взаимодействия: удаленно.для сотрудничества, нужно будет выполнить тз. откликайтесь, только если готовы выполнить тз! ждем профессионала своего дела!",90000,"2024-02-16 00:00:",москва,nortas analytics,dax;html/css;microsoft power bi;microsoft sql server;microsoft power bi;power query;power query;sql;аналитическое мышление;визуализация данных,"3-6",удаленная работа,299
ведущий разработчик bi систем,"обязанности:  разработка корпоративного хранилища данных на базе субд vertica, clickhouse загрузка данных в хранилище из различных систем etl принятие архитектурных решений для разработки и интеграции информационных систем описание архитектуры информационных систем компании разработка и поддержка межсистемного обмена данными  требования:  опыт работы с субд vertica,clickhouse опыт работы с pentaho data integration, python  условия:  пятидневная рабочая неделя с 9:00 до 18:00 официальное трудоустройство, полностью &quot;белая&quot; заработная плата, оплачиваемые отпуска, больничные выплаты при рождении детей, свадьбе, и сложных жизненных ситуациях сезонные скидки для сотрудников в аптеках сети ",130000,"2023-12-18 00:00:",новосибирская область,холдинг монастырев,"","1-3",полный день,301
гис-аналитик,"обязанности:  создание нейросетевых моделей семантической сегментации объектов; анализ динамики и визуализация данных на основе космической съемки; разработка геоинформационных систем и прикладного программного обеспечения; распознавание объектов на спутниковых снимках с помощью нейросетей; проведение геопространственного анализа; создание аналитических картограмм.  требования:  профильное образование по картографии, геоинформатике, информатике, прикладной космонавтике и фотограмметрии; понимание рабочих процессов дистанционного зондирования земли и геопространственного анализа; знания qgis, arcgis, earth engine; python, sql, postgresql, javascript, big data, машинное обучение.  дополнительные требования и пожелания:  патриот; коммуникабельный; быстро обучаемый; обязательный профильный опыт работы от 3-х лет; опыт работы в компаниях, специализирующихся на геопространственных данных и дзз; английский язык a2 или выше.  условия:  работа на территории оэз «алабуга» (требуется переезд); работа в крупной и стабильной компании – в структуре самой большой оэз в европе; транспорт до работы из г. елабуга, г. набережные челны, г. менделеевск; график работы: 5/2, с 08:00 до 17:00; оплачиваемые отпуска и больничные. ",300000,"2023-12-25 00:00:",санкт-петербург,"алабуга, оэз ппт","","0",полный день,311
junior quantitative researcher,"www.activmatrix.com - небольшая команда квантов и программистов из москвы, работающая в тесном сотрудничестве с qst financial. компания с офисом в лимассоле, использующая продвинутый статистический аппарат и развитую it инфраструктуру для поиска и реализации эффективных торговых стратегий на финансовых рынках по всему миру. ?что вам нужно делать: • решать интересные задачи на стыке финансов, статистики и it; • выдвижение и проверка статистических гипотез; • разрабатывать и валидировать предсказательные модели движений цен; • поиск неэффективностей и аномалий на финансовых площадках; • анализ работы торговых стратегий. идеальный кандидат: • студент старших курсов или недавний выпускника мфти, мгу (мехмат, вмк, физфак), вшэ (фкн, матфак и т.д.) с хорошей математической подготовкой; • имеет практический опыт в анализе данных на python (numpy, pandas, scikit-learn etc) ; • понимает принципы работы основных методов машинного обучения; • умеет применять аппарат теории вероятности и математической статистики на практике; • будет большим плюсом опыт в deep learning фреймворках: tensorflow, pytorch • интересуется финансами.",250000,"2023-12-26 00:00:",москва,актив матрикс,"","0",полный день,346
nlp data scientist,"фгану цитис — аккредитованная it-компания, которая занимается научными исследованиями и разработками в области технических наук. на данный момент ищем кандидата на вакансию nlp data scientist для усиления команды. ?стек : python, docker, sql, nlp ?офис. обязанности:  построение, обучение и валидация моделей машинного обучения (в большинстве - nlp моделей); работа с большим объемом текстовых данных сопровождение разработанных проектов.  требования:  уверенное знание python и базовых библиотек. знание математического анализа, линейной алгебры, теории вероятности и математической статистики; знание принципов и методов построения nlp моделей уверенное знание библиотек для анализа данных и алгоритмов машинного обучения (pandas, numpy, matplotlib, sklearn) знание и использование фреймворков глубокого обучения (pytorch/tensorflow); знание и опыт работы с операционной системой и командной строкой unix/linux на уровне пользователя; базовые знания по работе с системой контроля версий git; знания и опыт работы с docker; знание sql на базовом уровне. ",120000,"2024-02-05 00:00:",москва,фгану центр информационных технологий и систем органов исполнительной власти,"","1-3",полный день,318
аналитик данных (sql),"обязанности:  написание sql запросов; настройка целей, событий, электронной коммерции в google analytics и метрике; создание и вывод информации в дашборды в структурированном виде; аналитика данных, выдвижение гипотез; проведение ab тестов; знание python будет плюсом; разработка и оптимизация аналитики данных.  требования:  уверенное знание sql и опыт в составлении запросов; знание инструментов ga4, google tag manager, яндекс.метрика; опыт визуализации данных в looker studio/google sheets/tableau/datalens; аналитический склад ума; желание развиваться в сфере анализа данных.  условия:  профессиональный рост и развитие; работа в молодом и дружном коллективе; удаленная работа; зп 30 000 руб, возможен рост. ",30000,"2024-01-09 00:00:",москва,ggsel,"","1-3",полный день,328
аналитик данных,"обязанности: аналитическое сопровождение проектов в сфере здравоохранения  автоматизация отчетности (от сбора данных до отправки результатов) ad-hoc аналитика (python, sql) для различных отделов создание и поддержка аналитических отчетов в excel работа с хранилищами данных (clickhouse, postgresql)  требования:  высшее образование опыт работы от года в качестве аналитика данных знание python (библиотека pandas) знание sql (субд clickhouse, агрегация, оконные функции) аналитический склад ума ответственность, внимательность и умение работать в режиме многозадачности  условия:  офис в шаговой доступности м. новослободская заработная плата обсуждается с успешным кандидатом график: 5/2 с 9.00 до 18.00 преимущественно, но готовы рассмотреть гибридный график работы оформление по тк рф (больничные и отпуск 28 календарных дней оплачивается, заработная плата белая) хорошие возможности профессионального и карьерного развития кофе, чай, печеньки       ",150000,"2024-02-06 00:00:",москва,ресурсный центр департамента здравоохранения города москвы,clickhouse;microsoft excel;microsoft sql server;postgresql;python;анализ данных;анализ данных;управление базами данных;информационная грамотность,"1-3",полный день,365
аналитик данных,"один из ключевых партнеров центра занятости населения «моя работа» ищет в свою команду аналитика данных. обязанности:  выгрузка данных из ис, создание/ведение отчетов, автоматизация отчетности создание аналитических дaшбoрдов / информационных панелей для планирования деятельности учреждения внедрение инструментов вi подключение вi инструментов к различным источникам данных (еrр системам) проведение обучения сотрудников компаний по использованию приложений мs ехсеl, мs роwеr вi  требования:  релевантный опыт от 2-х лет высшее техническое/экономическое образование умение обрабатывать большой объем информации в excel опыт работы с информационными системами баз данных, знание sql владение инструментами визуализации данных (power bi, data lens)  условия:  официальное трудоустройство согласно тк рф график работы 5/2 с 9:00 до 18:00 место работы недалеко от ст. м. красные ворота возможность профессионального и карьерного роста  уважаемый соискатель!если ваш опыт работы и квалификация соответствуют требованиям к вакансии, мы с вами свяжемся. отсутствие ответа более 10 дней означает, что, к сожалению, на данный момент мы не готовы сделать вам предложение о работе. при этом ваше резюме будет сохранено в нашей базе кандидатов, и в случае появления вакансий, соответствующих вашему опыту и квалификации, мы свяжемся с вами.      ",100000,"2024-02-19 00:00:",москва,гку города москвы центр занятости населения города москвы,microsoft excel;microsoft sql server;microsoft power bi,"1-3",полный день,375
bi developer,"moneycat занимается разработкой собственных уникальных fintech продуктов с 2018 года. мы активно расширяемся, и наш продукт выходит на новые рынки. сейчас мы в поиске опытного bi разработчика, чтобы с командой развивать финансовый сервис в азии и испаноговорящих странах. задачи:  разработка аналитических отчетов в ms power bi и python (pandas). поддержка и развитие аналитических метрик. сбор и анализ требований заказчиков. подготовка витрин данных. сбор и консолидация данных с применением etl-процессов. формирование sql-запросов по извлечению и преобразованию данных из разнородных источников.  требования:  опыт построения отчетов на power bi. опыт написания формул на языке dax. знания python и библиотек pandas и numpy. уверенное знание sql, опыт написания и оптимизации sql запросов – от 3-х лет. опыт работы с одной из субд ms sql server, postgres, oracle, mysql – от 3-х лет. опыт администрирования ms sql server или postgres, понимание механизмов работы субд. опыт построения etl-процессов. понимание принципов построения хранилища данных.  будет плюсом:  опыт работы с grafana. опыт разработки olap-кубов.  мы предлагаем:  стабильный оклад + ежемесячная премия (с каждым кандидатом обсуждаем индивидуально). возможность работать удаленно из любой точки мира, также есть офисы в маниле (филиппины), хошимине (вьетнам), гургаоне (индия), москве и в ростове-на-дону. гибкий график работы. интересные и сложные задачи. дружный коллектив профессионалов. оплата как в рублях, так и в валюте. перспективы развития (менторство, билеты на конференции, митапы и хакатоны). зеленый свет для новых идей и предложений: мы всегда рады новым инициативам и экспериментам. быстрый процесс подбора без многоэтапных собеседований. ",200000,"2024-01-15 00:00:",москва,moneycat,разработка bi;etl;microsoft sql server;python;python;python;sql,"3-6",удаленная работа,430
консультант sap bpc к3/к4,"аккредитованная ит компания ооо «сап код» в поисках консультанта sap bpc обязанности: ???????- работа на коммерческом проекте, поддержка 2-3я линия- реализация bw, bpc доработок- устранение инцидентов в рамках сопровождения и тиражирования системы- обучение пользователей- проектирование структуры хранилища данных требования: ???????- опыт работы и уверенные знания функциональности и типовых настроек sap bpс/bw- знания принципов проектирования системы бюджетирования на базе систем sap- знание языка fох (обязательное требование)- опыт интеграции со смежными системами- опыт работы с веб-сервисами- знание языка программирования visual basic for application (vba)- опыт с системами bi не менее 3 лет- наличие сертификата sap- опыт с sap bpc embedded будет дополнительным плюсом- опыт разработки сложной отчетности форм ввода sap analysis будет дополнительным плюсом условия: ??????????????- договор: ипгпхсамозанятыйштат;- локация: удаленно/в офисе заказчика. период привлечения: год+",300000,"2024-01-17 00:00:",москва,сап код,разработка bi;финансовый анализ;sap;sap;финансовый анализ;sap;sap,"3-6",удаленная работа,475
аналитик данных,"привет! в наш сервис connect.mybi требуется аналитик данных с уверенным знанием sql и реальным опытом работы с базами данных, применением различных методологий анализа и опытом управления.наш сервис выполняет задачи выгрузки данных из различных источников в базу данных для создания аналитических решений пользователями. нам нужен коллега, способный изучить особенности текущих выгрузок, структуру бд и помогать с их применением в рамках текущих инструментов визуализации, а также в реализации нового функционала нашего сервиса. специалисту на данной позиции предстоит изучить выгрузки наиболее популярных источников данных, совместно с младшим аналитиком поработать над созданием новых аналитических решений на основании наших данных. нужно будет прорабатывать логику этих решений, ставить и проверять задачи по ходу движения к конечному результату. приветствуются знания таких технологий как cube.js, dbt, vega-lite. обязательное требование к специалисту - желание расти и быстро развиваться в том числе самостоятельно. удаленная работа, полный рабочий день. требования:   уверенное знание sql   обязателен опыт работы с какими-либо системами визуализации данных   уверенное знание основных принципов организации данных, отличие кубов от снежинок,   опыт применения с облачных источниками данных (счетчики посещаемости, рекламные кабинеты, crm системы и другие источники mybi connect)   стаж от 3х лет   условия:   4х часовой рабочих день, удаленная занятость   возвожно оформление на полставки на время испытательного срока   зп в зависимости от вашей квалификации   переход на фикс + % после испытательного срока (3 месяца)   рост до менеджера по продукту   в сопроводительном письме хотели бы увидеть ваш реальный опыт.",90000,"2023-12-08 00:00:",москва,mybi,"","3-6",удаленная работа,466
разработчик аналитических систем,"обязанности: работать в bi системе superset:  проектировать и хранилища в системе bi разрабатывать хранилища в системе bi моделировать и визуализировать информацию создавать технические команды, поисковые запросы для автоматизации процессов создавать информационные панели (дашборды) создавать новые визуальные элементы (графики и прочее) поддерживать существующие информационные панели (дашборды) и устранять неполадки готовить документацию    требования:  законченное высшее образование (диплом), предпочтительнее сфера ит, инженер опыт работы не менее 1 года уверенный навык написания запросов на языке sql знание технологии jinja, принципов и архитектуры работы систем больших данных (bi-решения), систем управления баз данных базовые знания алгоритмов программирования  условия:  удобное расположение (5 мин. пешком от м. шоссе энтузиастов, ул. электродная, 2с28) 100% белая конкурентоспособная з/п всегда вовремя, оплата больничного и отпуска график работы: 5/2 пн-пт, с 9:00 до 17:30 (время начала рабочего дня обсуждается) работа в штате надёжного и стабильного работодателя, все соц. гарантии, слаженная работа в дружеской обстановке реальная перспектива дорасти до ведущего специалиста, до руководителя 50% скидка для сотрудников и членов их семей на услуги лабораторной диагностики и прием врачей медицинского центра предоставление оплачиваемых дней за вакцинацию от covid-19 и по семейным событиям.   ",230000,"2023-12-26 00:00:",москва,фбун цнии эпидемиологии роспотребнадзора,разработка bi;sql,"1-3",полный день,468
специалист по работе с базами данных,"если вы обладаете опытом работы с базами данных, готовы к решению сложных задач и хотите стать частью нашей дружной команды, для вас открыта вакансия специалиста по работе с базами данных. приветствуется высшее библиографическое образование, математический склад ума, желание устранить не только ошибку, но и причину ее возникновения, скрупулезный подход к выполнению задач.?????????????? обязанности:  выверка некорректных данных и исправление ошибок взаимодействие с другими отделами для решения различных проблем сбор и нормализация данных автоматизация рутинных процессов общение с клиентами по телефону или почте ведение различных нормативных реестров в базе данных  требования:  знание sql на базовом уровне знание microsoft access на уверенном уровне  условия:  офис у м. калужская (10 минут пешком) официальное оформление по тк рф с первого рабочего дня стабильная «белая» заработная плата, полный рабочий день график работы 5/2 дмс ежегодная индексация заработной платы личностное развитие и профессиональный рост, з/п: 75 000 руб. ",75000,"2024-02-22 00:00:",москва,научная электронная библиотека,microsoft access;sql;управление базами данных,"1-3",полный день,483
web-аналитик,"обязанности:  формирование системы регулярной отчетности по эффективности маркетинговых каналов, ключевым показателям воронки, конверсиям, различным сегментам анализ пользовательских путей, поиск слабых мест и рекомендации по улучшению формирование тз на внедрение аналитики, проверка исполнения настройка целей и фильтров в яндекс. метрике помощь в проектировании и проведении a/b тестов, анализ результатов работа с сырыми данными, написание sql-запросов для их выгрузки и обработки интеграция различных информационных систем, сбор данных из разных источников и построение сквозной аналитики автоматизация отчётности  требования:  опыт работы на аналогичной позиции от года образование: высшее (техническое, математическое) уверенный пользователь яндекс. метрики опыт работы с mindbox, как преимущество уверенный пользователь excel (сводные таблицы, диаграммы, сложные формулы, pq), знание python, sql умение работать с большим объёмом данных, знание основ статистики и мат. анализа, навыки визуализации данных  условия:  оформление по тк рф дмс график работы 5/2 удаленный формат работы ",130000,"2023-12-07 00:00:",москва,рбк,веб-аналитика;аналитическое мышление;веб-аналитика;проведение маркетинговых исследований,"1-3",удаленная работа,495
старший аналитик товародвижения,"торгово -производственной компании на постоянную работу требуется старший аналитик товародвижения обязанности:  сопровождение товародвижения в используемом компанией софте: контроль потоков, сверки, анализ, доработка средств автоматизации совместно с it -отделом. своевременное пополнение складов амазон; постоянный анализ инструментов пополнения, скорости пополнения, поиск вариантов оптимизации. контроль над слабо оборачиваемым товаром прогнозирование продаж. прогнозирование потребности на 12 месяцев анализ используемого механизма пополнения амазона относительно предложенного амазоном, поиск возможных упущений выявление случаев утери товара, отсутствия возмещения, несоответствия оплат; запрос на возмещение. исполнение регламентных операций доработка логистических процессов компании, автоматизация процессов  требования:  высшее образование (экономическое, математическое) опыт работы от 5 лет в товародвижении профессиональный уровень владения ms excel: функции, сводные таблицы, графики. опыт формирования новых форм отчетности опыт постановки бизнес требований для ит при развитии или внедрении информационной системы. разговорный английский. ведение переговоров с англоговорящими коллегами аналитическое мышление, желание разбираться в процессах.  условия:  офисный формат работы, территориально м. калужская достойная и своевременная оплата труда (оклад, бонусы). обсуждается индивидуально в зависимости от квалификации работа в стабильной, крупной, динамично развивающейся компании. пакет социальных гарантий и официальное трудоустройство с первого рабочего дня. профессиональное развитие и карьерный рост. активная корпоративная жизнь компании. ",200000,"2024-02-12 00:00:",москва,кадровое агентство уникальных специалистов,microsoft excel;информационная грамотность;знания в области логистики,"0",полный день,175
