"name","description","salary","publication_date","region_name","employer","main_skills","work_experience","work_schedule","id"
аналитик данных crm (middle),"outlines tech – это аккредитованная it-компания. мы разрабатываем по и проекты для корпораций, а также подбираем сотрудников высокого класса. среди клиентов – банки из топ-5 россии, ритейл, строительные и логистические компании. официально трудоустраиваем в штат it-специалистов для работы на долгосрочных проектах. сейчас мы в поиске одной из части нашей команды - аналитика данных crm (middle)   почему мы: 1) outlines tech — аккредитованная it-компания. это значит, что мы подлежим всем вытекающим льготам. 2) люди на первом месте не на словах, а на деле: отдел заботы курирует команду 24/7. 3) помимо «белого» трудоустройства: ежегодная индексация зарплаты, 28 дней отпуска и 5 relax days (бесплатные отгулы). а ещё предоставляем медстраховку со стоматологией, технику, оплачиваем обучение и подписки. 4) входим в рейтинг лучших работодателей россии по версии forbes и рбк.5) вкладываемся в образование: помогаем выступить на конференциях, написать статью в технический блог, выучить английский, вырасти в профессии и сменить стек. 6) техническая команда состоит из прокаченных специалистов, многие из которых известны в мире it. мы обязательно поможем вам развиться внутренними митингами, а если вы круче — поможете нам. 7) у нас драйвовая и заботливая корпоративная культура. переходите в наш telegram-канал и убедитесь в этом: @outlines_tech кстати, там коллеги публикуют лайфхаки по развитию в it с заботой о себе. ваша зона ответственности: проекты по внедрению и развитию решений для автоматизации маркетинговых коммуникаций.  разработка и согласование бизнес требований на формирование витрин данных в рамках проектов направления crm; разработка и согласование функциональных требований к загрузкам данных в рамках проектов направления crm; проектирование прототипов и пилотных решений в рамках проектов направления crm.  необходимые навыки:  опыт работы с oracle, postgresql/greenplum - обязательно опыт написания технической документации и работы с ней; опыт поиска и анализа данных из систем с многокомпонентной структурой.  откликайтесь скорее – порадуйте наших рекрутеров!",230000,"2024-02-07 00:00:",москва,outlines technologies,postgresql;oracle database;postgresql;разработка bi;анализ данных;информационная грамотность;формирование технических заданий;информационная грамотность,"3-6",удаленная работа,329
аналитик (больших данных),"требования к кандидатам: высшее профессиональное образование  уверенные навыки работы с sql, pl/sql, python; аналитический склад ума, ответственность, самостоятельность, критичность мышления, умение работать в команде и на результат; позитивное отношение и стрессоустойчивость;   коммуникабельность;   знания статистики, линейной алгебры, теории вероятностей; способность оперативно формировать необходимые аналитические выводы, умение аргументировать свою точку зрения, оперируя выводами и фактами; способность работать в условиях неопределенности и многозадачности.  дополнительным преимуществом будет наличие портфолио: скриншоты или макеты дашбордов, примеры технических заданий и т.д.   что вы будете делать:  анализировать данные в единой государственной информационной системе в сфере здравоохранения новосибирской области; работать в etl-системе «монитор управления отраслью здравоохранения новосибирской области» формировать выборки данных по различным запросам, проводить подготовку данных (извлечение, проверка и очистка больших объемов данных из гетерогенных источников; агрегация и разработка представления больших объемов данных из гетерогенных источников); проводить мероприятия по повышению качества данных; моделировать и разрабатывать дашборды, дизайн и компоновку экранов; разрабатывать требования к датасетам и ставить задачи разработчикам; осуществлять ведение проектов, связанных с анализом и предоставлением данных.  мы будем рады, если вы:  не боитесь осваивать новые технологии; знаете bpmn или uml; имеете опыт разработки дашбордов; имеете опыт руководства проектами.  условия:  работа в государственной аккредитованной it-компании, молодой коллектив, офис в центре города, рабочее место оборудовано современной техникой, наличие кухонной зоны в офисе, график работы 5/2, дополнительный оплачиваемый отпуск, официальное трудоустройство в соответствии с тк рф, возможность обучения, профессионального развития.  уважаемый соискатель! если вы считаете, что вашего опыта недостаточно, не стесняйтесь отправлять нам резюме. вполне возможно, что для вас у нас тоже найдутся задачи  ваше резюме после отклика сразу попадает в обработку.  срок рассмотрения резюме до 5 рабочих дней.  если вам не перезвонили, то в настоящий момент мы не готовы пригласить вас на дальнейшее интервью, но мы внимательно знакомимся с вашим резюме и, возможно, вернемся к вашей кандидатуре, когда у нас возникнет такая потребность.",65000,"2024-01-11 00:00:",новосибирская область,гбуз нсо миац,bpmn;oracle database;python;sql;uml,"1-3",полный день,340
"1с консультант - аналитик","xcmg – мировой лидер по производству и продаже спецтехники. мы входим в топ-3 лидеров мирового рейтинга yellow table 2023. в свете укрепления дружбы и сотрудничества двух великих держав россии и китая мы стремительно развиваемся и обречены на успех. мы ищем активных и целеустремленных коллег в нашу команду! мы ищем сотрудника, который совместно с руководителем проектов будет участвовать в проработке бизнес-процессов для дальнейшего внедрения и доработки it сервисов в качестве аналитика. обязанности:  участие/ведение проектов по автоматизации бизнес-процессов на базе 1с/битрикс24, их интеграции со сторонними приложениями; подготовка инструкций и документации по системам, описания бизнес-процессов; анализ задач от пользователей и руководителей, ведение проектной документации, включая формирование тз; детальное изучение структуры и процессов в компании; сбор, систематизация, документирование существующих бизнес-процессов; проведение интервью, ведение протоколов встреч; выполнение моделирования, анализа и оптимизации бизнес-процессов; согласование бизнес-процессов внутри проектной команды; постановка задач исполнителям, приоритезация доработок, приемка работ, тестирование; консультации сотрудников по функционалу, обучение сотрудников функционалу, предоставление инструкций.  требования:  опыт работы в автомобильной сфере услуг или торговой компании на должности аналитика от трех лет; понимание общих принципов и механизмов платформы 1с; умение обрабатывать большой поток информации, умение работать с программами для написания документации и построения диаграмм; общительность. потребуется много общаться с нашими внутренними заказчиками напрямую и выяснять их потребности.  будет преимуществом:  знание конфигураций: ут, до, бп, ка; опыт работ по доработке систем битрикс (cms, crm); знание систем управления проектами (youtracke, ms project); аналитическое и стратегическое мышление; грамотная устная и письменная речь; высшее образование; умение выстраивать продуктивные коммуникации с внутренним заказчиком.    условия:  официальное оформление по тк рф, полный соцпакет; привлекательная, полностью «белая» заработная плата, выплаты 2 раза в месяц без задержек. 13-я зарплата в конце года. гибкая система поощрения за продуктивную работу; пятидневная рабочая неделя с 9.00 до 18.00 или с 8:00 до 17:00 (возможен частичный гибридный график после адаптации); расширенный полис дмс (вызов на дом врача и скорой помощи, госпитализация, стоматология и многое др.); корпоративы, выставки, конференции, свой сервисный центр с обучающими функциями. возможность командировок в китай; комфортные офисы, с полностью оснащенными рабочими местами. в каждом офисе современная оборудованная комната отдыха и приема пищи (чай, кофе, др. за счет компании). в здании большая столовая и буфет; дружный коллектив, радушно встречающий новых коллег; место работы с хорошей транспортной доступностью: г. москва, новомещерский проезд, д.9 стр.1:   10 мин. пешком от мцд-4 (жд станция) солнечная; 20 мин. пешком от мцд-4 (жд станция) переделкино; 20 мин. пешком или на автобусе от метро солнцево.   ",250000,"2024-01-12 00:00:",москва,сюйгун ру,аналитическое мышление;разработка bi;системное и интегративное мышление;системный анализ,"3-6",полный день,401
гис - инженер,"инновационная, передовая компания-разработчик геоинформационной it платформы ищет опытного специалиста на позицию гис-инженера. платформа внедрена уже в 5 регионах рф, осуществляет планирование, прогнозирование и управление территориально-распределенными активами в транспорте, логистике, сельском хозяйстве, градостроении.  формат работы:  постоянная работа, полный день, гибкий график, возможен удаленный формат, офис в спб, в новом бц а-класса на васильевском острове, 5 минут от м. приморская и 2 минуты от зсд. обязанности:  координация работы с командой it разработчиков для улучшения функциональности it платформы (новые гис операции, расширение пользовательского функционала, набора готовых интеграций и др.) интеграция и администрирование геопространственных данных в рамках платформы. импорт и интеграция пространственных данных из различных гис, включая автоматизацию этих процессов. разработка, внедрение и техническая поддержка цифровых карт и геоинформационных решений (данных, настройка слоев и создание геоинформационных расчетов). настройка систем сбора, хранения и аналитики пространственных данных. создание и поддержание метаданных и атрибутивных моделей данных. обеспечение высокого уровня качества данных и их целостности.  требования к кандидату:  высшее образование в дисциплинах, связанных с геоинформатикой, геодезией или географией. не менее 3 лет профессионального опыта работы с гис-системами. глубокие знания в области геоинформационных систем и геоданных. опыт в процессе автоматизированного сбора и обработки пространственных данных. владение методиками data mining для анализа данных. знание платформы openstreetmap и ее атрибутивной модели. опыт конвертации данных между системами координат.  особо ценные для нас кандидаты:  знают различные гис-платформы, включая arcgis, mapinfo, zulugis, панорама gis, cesium. знают фреймворк deck.gl, nebula знакомы с методами машинного обучения ml и ai в контексте гис. имеют опыт интеграции данных из внешних информационных систем. понимают принципы работы и опыт в сфере дорожной картографии и газотранспортных сетей. обладают навыками программирования python. имеют опыт работы с базами данных, предпочтительно postgresql и расширением postgis. участвовали в проектах, связанных с интернетом вещей (iot). важно наличие сертификатов, пройденных курсов, дипломов по гис.    условия трудоустройства: * официальное оформление и социальные гарантии. конкурентная заработная плата, бонусы; * интересная работа в команде вендора лучшей российской платформы управления пространственными активами; * возможность быстро видеть результат своей работы; * гибкий график работы (возможна удаленная работа) офис в новом бц (спб, во, в пешей доступности от м. приморская); * постоянное повышение профессиональной квалификации.  ",200000,"2024-01-31 00:00:",санкт-петербург,accent consulting,arcgis;работа в гис-системах;iot;mapinfo professional;машинное обучение;postgresql;python;анализ данных;инженерные изыскания;работа в гис-системах;машинное обучение;управление базами данных;формирование технических заданий;инженерные изыскания,"3-6",гибкий график,439
"bi, data аналитик (стажер)","если ты …  выпускник или студент старших курсов высшего образования по специальностям - информатика, прикладная математика, экономика, бизнес-информатика или подобные; знаешь sql и работал с bi-дашбордами; знаешь немного python (хотя бы на уровне написания несложных скриптов); любишь интересные практические задачи;  смело отправляй резюме! про нас: - российский стартап с серьезными международными амбициями. задача в течение 2х-3х лет захватить 25% рынка европы. сейчас только стартуем - поэтому вакансия анонимная. - разрабатываем аналитические решения для транспортной индустрии; - небольшая команда профессионалов; - в течение 2х лет рассматриваем возможность полной релокации в европу;   обязанности:  разработка dashboard аналитического сервиса, связанного с аналитикой пассажирских потоков разработка sql запросов, построение витрин данных; работа с данными: подготовка, загрузка, очистка; тестирование имитационной модели; участие в pre-sale, взаимодействие с заказчиком;    требования:  незаконченные высшее образование тех. профиля (математическое, техническое, информатика, экономика, статистика и т.д.) знание sql; знание одного из bi инструментов (superset, ms powerbi, qlik, tableu или аналоги); знание python (хотя бы на уровне написания несложных скриптов); умение работать с git (github/gitlab), jira/youtrack; чувство прекрасного )) знание английского - хотя бы на уровне b1-b2 (чтение/написание документации);    условия: на период стажировки (6-12 месяцев):  зарплата 30 000 рублей в месяц при полной рабочей неделе 40ч; полностью удаленный режим работы; возможность работать не полную рабочую неделю. минимум 25ч. при выработке меньше 40ч - зарплата уменьшается пропорционально; график работы - гибкий (необходимо согласовывать с руководителем когда ты будешь на связи). можно работать вечерами и по выходным; ежедневный созвон по статусу в 8.30 утра. на 20 минут, дальше все расходятся заниматься своими делами. 1-2 раза в неделю, по согласованию с руководителем, можно пропустить (при неполной неделе). город проживания значения не имеет; официальное оформление по договору гпх; регулярные выплаты зарплаты 2 раза в месяц;    после стажировки (после 12 месяцев)  оформление в штат компании; зарплата - по результатам стажировки;    как проходит отбор и собеседование в назначенное время созваниваемся в google meet и решаем тестовые задачки. задачки алгоритмические (на sql и python). задачки примерно уровня leetcode (easy / medium). решение должно быть написано в режиме whiteboard (любой текстовый редактор, без подсветки синтаксиса). решение надо написать, объяснить, рассказать про сложность алгоритма, постараться оптимизировать. по результатам собеседования будет еще небольшое тестовое задание. если все ок - в течение суток присылаем оффер, и подписываем договор.",30000,"2024-01-23 00:00:",москва,"новый стартап, решения для транспорта",разработка bi;анализ данных;анализ данных;dwh;postgresql;microsoft power bi;python;qlik sense;qlik sense;sql;tableau;анализ данных;управление базами данных;имитационное моделирование;информационная грамотность,"0",удаленная работа,32
аналитик power bi,"привет! в наш сервис connect.mybi.ru требуется аналитик данных с уверенным знанием ms power bi, реальным опытом работы веб-источниками и большими моделями данных.наш сервис выполняет задачи выгрузки данных из различных источников в базу данных для создания аналитических решений пользователями. нам нужен коллега, способный изучить особенности текущих выгрузок, структуру бд и помогать с созданием отчетов и кейсов в power bi. специалисту на данной позиции предстоит изучить выгрузки наиболее популярных источников данных - crm-систем, рекламных кабинетов, счетчиков статистики и прочих онлайн инструментов, которые осуществляет наш сервис для создания шаблонных решений в ms power bi. кроме этого предстоит консультировать пользователей нашего сервиса, использующих power bi, создавать статьи и развивать наш блога - www.powerbirussia.ru приветствуются знания таких технологий как cube.js, dbt, vega-lite. обязательное требование к специалисту - желание расти и быстро развиваться в том числе самостоятельно. удаленная работа. требования:   уверенное знание power bi, моделирования, dax   уверенное знание основных принципов организации данных, отличие кубов от снежинок,   опыт применения с облачных источниками данных (счетчики посещаемости, рекламные кабинеты, crm системы и другие источники mybi connect)   стаж от 3х лет   условия:   полная занятость (но можем рассмотреть и частичную загрузку, если специалист подойдет)   зп в зависимости от вашей квалификации   переход на фикс + % после испытательного срока (3 месяца)   рост до менеджера по продукту   в сопроводительном письме хотели бы увидеть ваш реальный опыт.",100000,"2024-02-12 00:00:",москва,mybi,dax;microsoft power bi;sql,"3-6",удаленная работа,7
data analyst / аналитик данных,"в крупную международную компанию, которая разнимается разработкой it-решений для b2b сегмента, ищем талантливого и проактивного сотрудника на должность data analyst. чем предстоит заниматься:   сбор, обработка и анализ больших объемов данных (из mysql, clickhouse, mongodb, google analytics, ya.metrica).   написание и оптимизация запросов в базы данных, работа с разными источниками данных.   выявление тенденций и закономерностей в массивах информации, формулирование и проверка гипотез.   проведение и анализ a/b тестов, интерпретация результатов и формулирование дальнейших действий для улучшения ключевых показателей компании.   визуализация данных для наглядности и дальнейшей работы.   какой опыт, знания и качества нужны:   релевантный опыт в аналитике данных от 3 лет;   хорошее знание теории вероятностей, математической статистики и линейной алгебры;   опыт работы с google analytics и/или я.метрика (создание api для работы с данными из ga, настраивание и разметка событий и т.д.)   уверенное знание sql (оконные функции, оптимизация запросов);   знание python, включая библиотеки для анализа данных (numpy/pandas/scipy/statmodels/sklearn и другие);   опыт работы с bi-системами (power bi);   понимание основных продуктовых метрик (ltv, arpu, retention и т.д.);   знание методологии и практический опыт проведения a/b-тестирования;   умение качественно документировать результаты.   английский язык уровня b1.   soft skills: аналитическое мышление, коммуникативные навыки и работа в команде, саморазвитие.   будет большим плюсом:   опыт работы с apache airflow или аналогами   опыт работы с mongo db и clickhouse.   умение пользоваться gitlab, confluence, jira.   что предлагаем:  график работы 5/2, гибкое начало рабочего дня; удаленный формат работы; оплачиваемый отпуск 28 календарных дней; гибкий подход к управлению, постановке задач, процессам; перспективные проекты и продвинутые технологии; интересные задачи в дружной и большой команде; отсутствие ненужной бюрократии, возможность реализовывать свои идеи.nb: данная позиция предполагает выполнение небольшого тестового задания ",3000,"2024-01-22 00:00:",москва,startribe ltd,проведение a/b тестирования;управление проектами;confluence;управление проектами;clickhouse;gitlab;google analytics;mongodb;mysql;microsoft power bi;python;sql;знание английского языка;яндекс.метрика,"3-6",удаленная работа,485
аналитик данных отдела анализа и отчетности,"обязанности:  осуществлять сбор, проверку, систематизацию и анализ данных. формировать отчетность установленного в банке стандарта, другие отчеты и аналитические инструменты. разрабатывать и сопровождать приложения bi-платформы qlikview. разрабатывать и сопровождать математические модели прогнозирования, планирования и отчетности. автоматизировать и оптимизировать процессы в рамках своей деятельности.  требования:  понимание принципов хранения, обработки и анализа данных. уверенное использование excel, знание sql, опыт работы с большими объемами информации. знание банковских продуктов и услуг, принципов бухгалтерского учета в кредитных организациях. опыт работы с абс и другими банковскими системами будет преимуществом. знание vba, опыт написания макросов будет преимуществом. практический опыт по формированию тз/фт будет преимуществом.  условия:  оклад 58900 до в.н. + ежемес. бонусы + квартальная премия + годовая премия + премия на день банка; график 5/2 с 09.00 - 18.00, пт. 09.00 - 17.00, очный формат в офисе; система нематериальной мотивации; льготные условия на приобретение жилья; корпоративное обучение; карьерный рост. ",97000,"2024-03-04 00:00:",краснодарский край,"кубань кредит, кб",sql;visual basic for applications;анализ данных,"1-3",полный день,370
аналитик (разработчик),"бкс мир инвестиций – международная инвестиционно-банковская компания, одна из крупнейших в россии. мы существуем на рынке уже 28 лет и предоставляем клиентам максимально широкий спектр брокерских и инвестиционных услуг. сегодня бкс мир инвестиций обслуживает более 1 млн клиентов, а в холдинге работает около 6000 сотрудников – наши филиалы расположены по всей россии. мы знаем об инвестициях все и успешно помогаем нашим клиентам достигать финансовых целей: создаем универсальную платформу для инвестиций и предлагаем широкий спектр услуг и продуктов – только самые эффективные инструменты, высококачественную аналитику и сильнейшую экспертизу. присоединяйся к нашей команде, если тебе интересна финансово-инвестиционная сфера, профессиональный и карьерный рост и финансовый успех! чем предстоит заниматься:  собирать, анализировать и утверждать с заказчиком требований на разработку новой и доработку действующей отчетности; собирать / дорабатывать витрины данных, на основании которых формируется отчетность; собирать / дорабатывать визуализации отчетности в excel / bi; поддерживать и контролировать качества данных в действующей отчетности; выгружать ad-hoc запросы; анализировать данные и проводить оценку существующей отчетности, осуществлять разработку и внедрение предложений по ее оптимизации.  наши ожидания:  высшее образование; опыт работы с отчетностью по направлению продаж (предпочтителен опыт в финансовом секторе) не менее 2 лет; умение получать нужную информацию из неструктурированного исходного материала: интервью, письма, встречи; умение работать с большим количеством данных и обрабатывать их; владеете excel, sql, tableau (любая система bi) на продвинутом уровне; опыт работы с vba будет преимуществом быть самостоятельным, проактивным и отвечать за результат.  мы предлагаем:  заработную плату: конкурентный уровень оклада + премии; мероприятия по дополнительной мотивации; комфортный офис в центре (м. проспект мира); работу в компании-лидере инвестиционного рынка; оформление согласно тк рф; активную корпоративную жизнь и дружную команду; дмс, корпоративные скидки и предложения для сотрудников ",150000,"2024-02-16 00:00:",москва,компания бкс,разработка bi;организация и управление бизнес-процессами;ведение финансовой отчетности;ведение отчетности,"1-3",полный день,4
ведущий аналитик данных / data scientist в направление r&d,"second sight - амбициозная ит-компания, объединившая в себе компетенции нескольких команд с более чем 10-летним опытом работы в сфере машинного обучения, больших данных, анализа социальных сетей и разработки программного обеспечения. мы ищем ведущего аналитика данных / data scientist с навыками бизнес-аналитика в направление r&amp;d, главной задачей которого будет выстраивать последовательную работу по обработке и исследованию “больших” общедоступных данных для решения бизнес-задач, стоящих перед компанией. какие задачи стоят перед сотрудником:   освоить текущие методологии и технологии сбора и аналитики данных, лежащие в основе нашего продукта;   лидировать разработку новых идей по улучшению продукта, искать новые пути, новые данные, формулировать и проверять гипотезы, проводить исследования;   самостоятельно (либо совместно с разработчиками) писать скрипты для новых adhoc закачек данных;   описывать методологии обработки данных для автоматизации новых функций продукта, контролировать внедрение новых функций в промышленную эксплуатацию;   выявлять возникающие коллизии или “узкие места” текущих методологий, предлагать варианты по их устранению;   наполнять базу знаний по продукту.   какие компетенции мы ожидаем увидеть в соискателе:   отличные знания и технические навыки работы с big data - знание python, а также различных библиотек для обработки данных, умение объединять, преобразовывать, дедуплицировать, фильтровать большие массивы данных;   уверенное знание sql и умение работы с типовыми субд;   математический бэкграунд - умение правильно считать статистику, метрики, показатели, прогнозы;   логическое мышление - умение выстраивать последовательную работу по проверке гипотез, делать обоснованные выводы из имеющихся результатов аналитики;   грамотная письменная и устная речь;   проактивность и инициативность - действовать, а не ждать, если есть мысли или идеи по улучшению процессов и продукта.   со своей стороны мы предлагаем все необходимые условия для эффективной и комфортной работы:   конкурентоспособную полностью официальную заработную плату,   заботу о сотрудниках и их семьях (дмс для сотрудников, компенсацию социально значимых расходов, материальную помощь в трудных жизненных ситуациях, услуги корпоративного психолога, бесплатная йога рядом с офисом);   профессиональное обучение за счет компании;   современную и мощную технику для работы;   гибридный формат работы: офис в 5 минутах от ст.м.парк победы, возможность удаленной работы из дома;   гибкий график работы, ненормированный рабочий день: +3 дня к ежегодному оплачиваемому отпуску;   являемся аккредитованной ит-компанией, поэтому сотрудникам доступны все положенные льготы (ит-ипотека, отсрочка);   отсутствие бюрократии, поддержание инициатив, доброжелательная атмосфера.   ждем вашего отклика! если ваш опыт, указанный в резюме, мало релевантен профилю вакансии, пожалуйста, напишите в сопроводительном письме, почему нам необходимо вас рассмотреть на данную позицию.",300000,"2024-01-22 00:00:",москва,секонд сайт,"","0",полный день,163
marketing data analyst,"best online insurance company in the middle east 2023! we are qatar insurance company (qic), the leading insurance provider in gcc. with a history dating back to 1964, we have established ourselves as a pioneer in the insurance industry, offering innovative solutions to meet the diverse needs of individuals and businesses. mission digital hub: to digitize qic group to bring its products to the attention of millions our vision is to make qic group become first digital ecosystem in the region by combining insurance and non-insurance services in one platform. through our digital platforms, such as qic.online and the qd app (qatar digital), we empower customers to manage their needs anytime and anywhere. role of data analyst we are seeking a talented and experienced data analyst with background of marketing data analysis and web analytics to join our growing team. the ideal candidate will have a strong understanding of data analytics and a passion for using data visualization tools to drive insights and recommendations. we also expect the candidate using structures of marketing data in bigquery and experience in google analytics set ups. qualifications:  2-4 years of experience in web analytics, preferably in a similar industry proficiency in sql for data extraction, manipulation, and analysis ability to write efficient and optimized sql queries proficiency in web analytics tools (e.g., google analytics) and data visualisation tools (e.g. google data studio / looker) proficiency in mark-up tools (e.g., google tag manager) strong analytical and problem-solving skills, with the ability to draw actionable insights from large datasets familiarity with web development languages (e.g., html, css, javascript)  responsibilities:  analyse web and marketing data to identify trends, issues, and opportunities for optimisation create automative pipelines of report delivery through bigquery sql and airflow make markup of missing events for analytics work with custom reports and dashboards to help stakeholders understand key performance indicators (kpis) and make data-driven decisions work closely with cross-functional teams (e.g., marketing, product, design) to provide insights and recommendations that drive web strategy and improvements perform a/b and multivariate testing to optimise website design, content, and user experience. monitor and analyse competitor websites to identify opportunities and threats ensure data quality and integrity by performing regular audits and data validation stay up-to-date with industry trends, best practices, and new technologies in web analytics  terms  long-term service agreement contract with qic we are diverse — our digital nomads work remotely from 18 different countries payment in us dollars monthly to your bank account using swift full-time remote, work schedule: 5 days per week, sunday to thursday vacation policy: qatar holiday calendar, 20 workdays of vacation, and 10 sick-day-offs performance reviews are conducted twice a year, with the possibility of a raise in march and september probation period – 3 months potential opportunity to apply for a qatar id and relocation to doha, qatar  benefits &amp; perks  group and individual english language classes corporate 70% discount in yasno – mental health reimbursement for conferences, training, and purchase of necessary tools consultation on tax policies with a manager running club and online yoga classes with a teacher corporate discount in privilege program, including qatar airways ",4000,"2024-03-11 00:00:",москва,qic,"","3-6",полный день,471
